,ori_1,ori_2,ori_3
0,63.23387704100915,151.00275888251727,148.0864665039337
1,0.2423095241919046,95.6378004265811,0.05309147397408818
2,130.82938086919393,147.0716071980215,81.03439073837617
3,92.78103265684886,25.910004760853408,-85.03934868668422
4,-25.155725665643104,133.67985188081045,245.34919472991268
5,221.06896522555007,35.58489892311959,75.66984625790981
6,-54.62803170786126,31.47767024473991,95.1936601025342
7,100.99059031301175,153.07049549859443,41.14208382993965
8,62.51713370034999,28.74437543329963,-30.05505138753775
9,-22.26781266637544,132.84387791186685,64.46282076947888
10,-88.31579856466385,155.17879320847817,150.79144685152585
11,159.1401571175146,48.81392105824403,56.52889860133922
12,49.10080974110806,32.96249639335929,260.92648451257446
13,99.56546574563879,152.1812108662783,-74.11671624558672
14,60.11985475602862,151.06458134738943,205.65354808621413
15,98.05799148695039,27.012548422816877,15.390679261915748
16,-48.9513475977828,148.030686224248,200.76316674301816
17,-54.370544536530105,149.09976976060614,-34.664719129972845
18,75.06983442656652,28.184396999178457,-75.78254055243099
19,-89.77259974072858,90.01101851911581,-59.95234334833563
20,215.7717325609912,37.99552015983435,252.06201680297903
21,-26.8609705513647,137.26176508230444,6.687670052652901
22,267.7421874270834,25.06242592027114,30.681913487183454
23,88.26895492830828,27.454026105716363,113.18931206977787
24,102.24685303246841,152.38527739754804,44.020475297980475
25,95.75319588083721,26.05304979386624,90.32208406086133
26,2.8160512407099114,94.93126187499935,119.95828648710491
27,207.20076696960487,137.76287738963137,232.81041776193248
28,-68.38414855716375,28.38000330040307,-36.39603196753136
29,248.49957915971532,151.8528724228972,203.71461629408213
30,36.63567040934072,73.1020898435583,2.9294870036335836
31,222.32997326762333,145.49741190965253,43.87020081294983
32,-47.55995019905023,33.66208143977124,-79.31598730527904
33,141.95126055974052,36.00925010075312,166.66191845965093
34,-31.190010202904972,39.8856123415213,230.97448779618952
35,-50.2936327144732,32.34414093924057,94.8141341588848
36,-87.01221386232521,26.438005836806393,78.6776792081723
37,134.35277844821175,33.14950488088212,161.60176933275622
38,93.20246650366839,24.95488030611492,150.63443750372602
39,155.06632768302842,134.02434419508901,65.39778155472065
40,90.65712233196736,154.83159197622672,-13.274521192721643
41,252.87799233259915,152.13725312954645,139.14272619858198
42,88.21918247767407,153.7428085316424,133.9579496928003
43,95.43212778612138,153.11263365750415,48.50503691549327
44,26.68774804118753,113.04822327853559,177.07735747640666
45,267.2052217661354,25.380757089109004,216.0254611169895
46,74.45843353219762,28.21619043769391,102.00035130441542
47,13.442028591259918,60.43964856575071,-58.940507887822214
48,51.61027530791395,102.68457932975811,-63.02519777146721
49,91.55870345551914,155.16587408083507,156.86116373419281
50,-65.40865112806044,28.130910760397672,24.029140872786662
51,263.3480329296382,27.00272462667234,48.27735688489998
52,247.5912667812751,28.328014674808244,33.11472536577612
53,44.72279962959896,34.39402148471095,257.7924233186119
54,52.29414026728517,148.31523407694996,157.78406260645696
55,27.22384113105895,136.24551282793516,54.14824545228018
56,-20.72342609250897,59.549586323466166,117.46531334336375
57,161.45245045371172,57.992375372852415,-62.195656884559554
58,178.88244937689504,90.90078890789131,239.91316052968688
59,269.0614824453513,90.10346847572349,55.742156716564004
60,211.96511864863587,139.96490236477987,110.33143990512875
61,138.64441453836343,145.03421540725085,135.3766048058112
62,53.86497306907074,148.44179970612217,-85.18068724029322
63,263.92373227922735,27.759757817049124,-69.58202486319942
64,91.10610882318196,153.02750146893925,232.66389990580876
65,87.9753908107435,155.17084974407692,-19.85953202979281
66,196.8614842432085,129.42078105958333,237.57763498113172
67,-66.71974311523907,90.83787776787969,116.66379253106528
68,131.05877272657932,147.0332195043345,80.90782785589035
69,244.67574922830687,152.21580018680731,119.759097646057
70,-68.17832671800373,28.583647822683,142.97487717372962
71,245.0103498615974,151.07499148751643,-34.85950700041663
72,192.13425715633562,89.43083481525557,181.05201645177456
73,198.9997829186336,145.83924178306034,-8.029546716581676
74,210.49215422807686,40.37257615328159,-51.16937458925482
75,-76.05235778852241,27.29379805631829,-41.27131555378249
76,-89.08652099460022,25.196813628058294,214.13704861517533
77,257.78705344945547,26.74922408998224,-16.5816282434
